8.165034e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.165442e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.166667e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.168708e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.171567e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.175242e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.179735e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.185046e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.191176e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.198125e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.205893e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.214482e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.223893e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.234126e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.245182e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.257063e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.269769e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.283303e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.297665e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.312857e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.328880e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.345735e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.363426e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.381953e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.401318e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.421523e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.442570e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.464462e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.487200e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.510787e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.535224e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.560516e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.586663e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.613669e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.641537e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.670268e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
8.699867e-03 0.000000e+00 -7.337126e-01 -5.162959e-01 0.000000e+00
